0.0,-5.040963974051687e+35
3600.288,-5.040963422547882e+35
7200.576,-5.0409628710226754e+35
10800.864,-5.040962319475631e+35
14401.152,-5.040961767906319e+35
18001.44,-5.0409612163143e+35
21601.728,-5.0409606646991414e+35
25202.016,-5.040960113060409e+35
28802.304,-5.040959561397672e+35
32402.592,-5.040959009710492e+35
36002.88,-5.040958457998438e+35
39603.168,-5.0409579062610745e+35
43203.456,-5.040957354497968e+35
46803.744,-5.040956802708687e+35
50404.032,-5.0409562508927936e+35
54004.32,-5.0409556990498595e+35
57604.608,-5.040955147179446e+35
61204.896,-5.040954595281122e+35
64805.184,-5.040954043354454e+35
68405.472,-5.04095349139901e+35
72005.76,-5.040952939414358e+35
75606.048,-5.040952387400056e+35
79206.336,-5.040951835355683e+35
82806.624,-5.0409512832807996e+35
86406.912,-5.0409507311749736e+35
90007.2,-5.0409501790377726e+35
93607.488,-5.040949626868764e+35
97207.776,-5.0409490746675155e+35
100808.064,-5.040948522433594e+35
104408.352,-5.040947970166567e+35
108008.64,-5.040947417866005e+35
111608.928,-5.0409468655314706e+35
115209.216,-5.040946313162538e+35
118809.504,-5.040945760758772e+35
122409.792,-5.040945208319739e+35
126010.08,-5.040944655845013e+35
129610.368,-5.040944103334156e+35
133210.656,-5.0409435507867405e+35
136810.944,-5.040942998202336e+35
140411.232,-5.040942445580508e+35
144011.52,-5.040941892920828e+35
147611.808,-5.040941340222864e+35
151212.096,-5.0409407874861886e+35
154812.384,-5.0409402347103665e+35
158412.672,-5.040939681894971e+35
162012.96,-5.040939129039567e+35
165613.248,-5.0409385761437294e+35
169213.536,-5.040938023207028e+35
172813.824,-5.0409374702290304e+35
176414.112,-5.0409369172093084e+35
180014.4,-5.040936364147435e+35
183614.688,-5.0409358110429745e+35
187214.976,-5.040935257895505e+35
190815.264,-5.040934704704593e+35
194415.552,-5.040934151469812e+35
198015.84,-5.040933598190731e+35
201616.128,-5.040933044866924e+35
205216.416,-5.040932491497964e+35
208816.704,-5.040931938083418e+35
212416.992,-5.040931384622864e+35
216017.28,-5.04093083111587e+35
